ID_ACCIDENTE,ANYO,MES,DIA_SEMANA,HORA,COD_PROVINCIA,COD_MUNICIPIO,ZONA,ZONA_AGRUPADA,CARRETERA,KM,SENTIDO_1F,TITULARIDAD_VIA,TIPO_VIA,TIPO_ACCIDENTE,TOTAL_MU24H,TOTAL_HG24H,TOTAL_HL24H,TOTAL_VICTIMAS_24H,TOTAL_MU30DF,TOTAL_HG30DF,TOTAL_HL30DF,TOTAL_VICTIMAS_30DF,TOTAL_VEHICULOS,TOT_PEAT_MU24H,TOT_BICI_MU24H,TOT_CICLO_MU24H,TOT_MOTO_MU24H,TOT_TUR_MU24H,TOT_FURG_MU24H,TOT_CAM_MENOS3500_MU24H,TOT_CAM_MAS3500_MU24H,TOT_BUS_MU24H,TOT_OTRO_MU24H,TOT_SINESPECIF_MU24H,TOT_PEAT_MU30DF,TOT_BICI_MU30DF,TOT_CICLO_MU30DF,TOT_MOTO_MU30DF,TOT_TUR_MU30DF,TOT_FURG_MU30DF,TOT_CAM_MENOS3500_MU30DF,TOT_CAM_MAS3500_MU30DF,TOT_BUS_MU30DF,TOT_VMP_MU30DF,TOT_OTRO_MU30DF,TOT_SINESPECIF_MU30DF,NUDO,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,ACERA,TRAZADO_PLANTA,ZONA_KM,HAY_NIEBLA,TRAMO_HORA,gravedad_accidente,tramo_horario,zona_riesgo
45687,2024,8,6,6,25,0,1,1,C-233,66.5,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,2,1,0.0,998,4,Media,0,Madrugada,Baja,Mañana,Bajo Riesgo
45688,2024,8,6,10,25,0,1,1,No inventariada,1.0,4,5,6,20.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
45689,2024,8,6,10,25,0,1,1,No inventariada,1.9,1,4,6,19.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,1,0.0,998,1,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
45690,2024,8,6,10,25,0,1,1,C-45,15.3,2,2,6,2.0,1,1,0,2,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,1,Baja,0,Mañana,Alta,Mañana,Bajo Riesgo
45691,2024,8,6,22,25,0,1,1,C-53,132.3,4,5,6,2.0,0,0,7,7,0,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,6,1,0.0,998,4,Alta,0,Noche,Media,Noche,Bajo Riesgo
45692,2024,8,6,12,25,0,1,1,No inventariada,0.1,4,5,6,6.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8,1,1,0.0,998,4,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
45693,2024,8,6,23,25,25120,1,1,No inventariada,5.0,4,5,6,8.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45694,2024,8,7,6,25,25120,1,1,N-240,84.0,4,1,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Media,0,Madrugada,Baja,Mañana,Bajo Riesgo
45695,2024,8,7,12,25,0,1,1,C-13,36.5,4,5,6,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
45696,2024,8,7,20,25,0,1,1,L-503,9.1,4,5,6,3.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45697,2024,8,7,20,25,0,1,1,No inventariada,1.0,4,5,6,19.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45698,2024,8,7,21,25,0,1,1,C-1412b,31.0,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45699,2024,7,1,21,25,25137,3,2,No inventariada,13.6,4,5,14,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,0,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45700,2024,8,3,19,25,25120,3,2,No inventariada,13.6,4,5,14,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,0,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45701,2024,8,1,15,25,0,1,1,N-230,169.9,3,1,6,1.0,0,1,2,3,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,2,Alta,0,Tarde,Baja,Tarde,Bajo Riesgo
45702,2024,8,1,18,25,0,1,1,C-14,162.7,4,5,6,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Alta,0,Tarde,Baja,Noche,Bajo Riesgo
45703,2024,7,2,17,25,25120,2,2,LP-9221,0.6,4,5,14,9.0,0,1,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45704,2024,8,7,18,25,0,3,2,No inventariada,13.6,4,5,14,6.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Noche,Bajo Riesgo
45705,2024,8,1,12,25,25243,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
45706,2024,8,2,10,25,25243,2,2,C-28,24.5,4,5,6,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
45707,2024,8,2,13,25,0,1,1,L-512,1.0,4,5,6,2.0,0,0,5,5,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Baja,0,Tarde,Media,Tarde,Bajo Riesgo
45708,2024,8,2,9,25,0,1,1,No inventariada,0.0,4,5,6,9.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,1,,0,Mañana,Baja,Mañana,Bajo Riesgo
45709,2024,8,4,11,25,0,1,1,A-2,469.0,4,1,3,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Muy Alta,0,Mañana,Baja,Mañana,Bajo Riesgo
45710,2024,8,4,22,25,0,1,1,LP-7041,1.8,4,5,6,20.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,4,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45711,2024,8,4,7,25,0,1,1,C-12,189.5,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Alta,0,Mañana,Baja,Mañana,Bajo Riesgo
45712,2024,8,3,6,25,25050,3,2,No inventariada,13.6,4,5,14,19.0,0,0,5,5,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,2,1,0.0,998,998,Baja,0,Madrugada,Media,Mañana,Bajo Riesgo
45713,2024,8,4,15,25,25120,1,1,LP-9221,4.2,4,5,6,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45714,2024,8,4,14,25,0,1,1,LV-4241,25.6,4,5,6,19.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45715,2024,8,4,17,25,25217,1,1,C-14,74.0,4,5,6,2.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Media,0,Tarde,Baja,Tarde,Bajo Riesgo
45716,2024,8,4,21,25,0,1,1,LV-9047,7.0,4,5,6,8.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45717,2024,8,4,14,25,25120,1,1,LP-9221,4.1,4,5,6,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,8,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45718,2024,8,5,17,25,0,1,1,No inventariada,3.4,4,5,6,2.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45719,2024,8,5,17,25,0,1,1,L-503,10.3,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,4,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45720,2024,8,6,6,25,25110,3,2,No inventariada,13.6,4,5,14,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,2,1,0.0,998,998,Baja,0,Madrugada,Baja,Mañana,Bajo Riesgo
45721,2024,8,6,7,25,0,1,1,LV-2031,0.9,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,2,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
45722,2024,8,6,14,25,0,1,1,C-462,46.6,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45723,2024,8,6,12,25,0,1,1,No inventariada,1.8,4,5,6,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
45724,2024,8,6,12,25,0,1,1,LV-4241,36.0,4,3,6,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
45725,2024,8,6,23,25,0,1,1,C-14,133.5,3,2,6,6.0,0,3,0,3,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,2,Alta,0,Noche,Baja,Noche,Bajo Riesgo
45726,2024,8,3,19,25,25120,3,2,No inventariada,13.6,4,5,14,7.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,2,1,0.0,0,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45727,2024,8,6,15,25,0,1,1,No inventariada,0.1,4,5,6,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45728,2024,8,7,9,25,0,3,2,No inventariada,13.6,4,5,14,20.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,0,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
45729,2024,8,6,16,25,0,3,2,No inventariada,13.6,4,5,14,19.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45730,2024,8,7,14,25,0,1,1,N-260,209.0,1,1,6,19.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,2,Muy Alta,0,Tarde,Baja,Tarde,Bajo Riesgo
45731,2024,7,4,7,25,25120,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
45732,2024,7,5,15,25,25120,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45733,2024,7,3,14,25,25120,3,2,No inventariada,13.6,4,5,14,3.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45734,2024,7,3,0,25,25120,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,,Baja,Madrugada,Bajo Riesgo
45735,2024,8,7,12,25,0,1,1,C-13,138.0,4,5,6,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Alta,0,Mañana,Baja,Tarde,Bajo Riesgo
45736,2024,8,1,15,25,0,1,1,L-303,15.0,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45737,2024,8,1,23,25,0,1,1,C-13,23.2,4,5,6,8.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45738,2024,8,2,0,25,0,1,1,C-26,35.8,4,5,6,8.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Baja,0,,Baja,Madrugada,Bajo Riesgo
45739,2024,7,1,21,25,25120,3,2,No inventariada,13.6,4,5,14,9.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,8,1,1,0.0,998,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45740,2024,7,2,18,25,25120,3,2,No inventariada,13.6,4,5,14,1.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Noche,Bajo Riesgo
45741,2024,7,4,19,25,25120,3,2,No inventariada,13.6,4,5,14,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,0,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45742,2024,7,6,13,25,25120,3,2,No inventariada,13.6,4,5,14,6.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45743,2024,7,3,23,25,25120,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45744,2024,7,2,8,25,0,1,1,LP-7041,5.9,1,3,6,2.0,0,2,0,2,0,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,1,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
45745,2024,8,1,20,25,0,1,1,No inventariada,9.0,4,5,6,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45746,2024,8,2,6,25,0,3,2,No inventariada,13.6,4,5,14,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,2,1,0.0,0,998,Baja,0,Madrugada,Baja,Mañana,Bajo Riesgo
45747,2024,8,2,15,25,0,1,1,N-260,219.7,4,1,6,3.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Muy Alta,0,Tarde,Baja,Tarde,Bajo Riesgo
45748,2024,8,3,4,25,25023,1,1,A-2,459.0,4,1,3,4.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Muy Alta,0,Madrugada,Baja,Madrugada,Bajo Riesgo
45749,2024,8,3,14,25,0,1,1,L-311,5.2,4,5,6,19.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45750,2024,8,4,0,25,0,1,1,A-2,476.2,4,1,3,6.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Muy Alta,0,,Baja,Madrugada,Bajo Riesgo
45751,2024,8,4,9,25,0,1,1,C-13,141.3,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Alta,0,Mañana,Baja,Mañana,Bajo Riesgo
45752,2024,8,4,10,25,0,2,2,C-28,30.3,4,5,6,7.0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,0,1,Baja,0,Mañana,Alta,Mañana,Bajo Riesgo
45753,2024,8,4,23,25,0,1,1,N-230,126.0,4,1,6,6.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,6,3,0.0,998,4,Alta,0,Noche,Baja,Noche,Bajo Riesgo
45754,2024,8,5,0,25,0,1,1,C-55,66.4,4,5,6,19.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Media,0,,Baja,Madrugada,Bajo Riesgo
45755,2024,8,2,12,25,0,1,1,L-701,7.1,4,5,6,20.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
45756,2024,8,5,18,25,0,1,1,C-13,144.4,4,5,6,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Alta,0,Tarde,Baja,Noche,Bajo Riesgo
45757,2024,8,6,11,25,0,3,2,No inventariada,13.6,4,5,14,20.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
45758,2024,8,6,16,25,0,1,1,No inventariada,1.2,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45759,2024,8,6,19,25,0,1,1,C-13,88.3,4,5,6,19.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Media,0,Noche,Baja,Noche,Bajo Riesgo
45760,2024,9,7,13,25,0,2,2,C-53,124.0,4,5,6,4.0,0,0,4,4,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Alta,0,Tarde,Media,Tarde,Bajo Riesgo
45761,2024,9,7,15,25,25110,3,2,No inventariada,13.6,4,5,14,1.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45762,2024,9,7,15,25,0,1,1,L-503,10.0,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,3,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45763,2024,9,1,13,25,0,1,1,C-14,159.3,4,5,6,4.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Alta,0,Tarde,Baja,Tarde,Bajo Riesgo
45764,2024,9,1,16,25,25120,1,1,C-230a,4.1,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45765,2024,9,1,18,25,0,1,1,N-240,77.2,4,1,6,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Media,0,Tarde,Baja,Noche,Bajo Riesgo
45766,2024,9,1,21,25,0,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,4,1,0.0,998,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
45767,2024,8,1,14,25,25217,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45768,2024,9,2,7,25,25011,1,1,A-2,450.0,4,1,3,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,3,0.0,998,4,Muy Alta,0,Mañana,Baja,Mañana,Bajo Riesgo
45769,2024,9,2,9,25,0,1,1,No inventariada,14.4,4,5,6,19.0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
45770,2024,9,3,16,25,0,1,1,AP-2,136.5,4,1,2,4.0,0,0,4,4,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,4,0.0,998,4,Alta,0,Tarde,Media,Tarde,Bajo Riesgo
45771,2024,9,3,17,25,0,1,1,C-26,26.0,4,5,6,2.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,2,4,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
45772,2024,9,3,18,25,25120,1,1,LP-9221,1.0,4,5,6,1.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,3,0.0,998,4,Baja,0,Tarde,Baja,Noche,Bajo Riesgo
45773,2024,9,3,18,25,0,1,1,LV-7045,0.4,4,5,6,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,1,0.0,998,4,Baja,0,Tarde,Baja,Noche,Bajo Riesgo
