ID_ACCIDENTE,ANYO,MES,DIA_SEMANA,HORA,COD_PROVINCIA,COD_MUNICIPIO,ZONA,ZONA_AGRUPADA,CARRETERA,KM,SENTIDO_1F,TITULARIDAD_VIA,TIPO_VIA,TIPO_ACCIDENTE,TOTAL_MU24H,TOTAL_HG24H,TOTAL_HL24H,TOTAL_VICTIMAS_24H,TOTAL_MU30DF,TOTAL_HG30DF,TOTAL_HL30DF,TOTAL_VICTIMAS_30DF,TOTAL_VEHICULOS,TOT_PEAT_MU24H,TOT_BICI_MU24H,TOT_CICLO_MU24H,TOT_MOTO_MU24H,TOT_TUR_MU24H,TOT_FURG_MU24H,TOT_CAM_MENOS3500_MU24H,TOT_CAM_MAS3500_MU24H,TOT_BUS_MU24H,TOT_OTRO_MU24H,TOT_SINESPECIF_MU24H,TOT_PEAT_MU30DF,TOT_BICI_MU30DF,TOT_CICLO_MU30DF,TOT_MOTO_MU30DF,TOT_TUR_MU30DF,TOT_FURG_MU30DF,TOT_CAM_MENOS3500_MU30DF,TOT_CAM_MAS3500_MU30DF,TOT_BUS_MU30DF,TOT_VMP_MU30DF,TOT_OTRO_MU30DF,TOT_SINESPECIF_MU30DF,NUDO,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,ACERA,TRAZADO_PLANTA,ZONA_KM,HAY_NIEBLA,TRAMO_HORA,gravedad_accidente,tramo_horario,zona_riesgo
20301,2024,10,6,18,8,8279,1,1,C-16,21.8,4,5,2,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Noche,Bajo Riesgo
20302,2024,10,7,3,8,8260,1,1,AP-7,142.5,4,1,2,19.0,0,0,3,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Alta,0,Madrugada,Media,Madrugada,Bajo Riesgo
20303,2024,7,6,17,8,8181,3,2,No inventariada,13.6,4,5,14,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20304,2024,10,4,17,8,8298,3,2,No inventariada,13.6,4,5,14,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20305,2024,9,2,13,8,8181,3,2,No inventariada,13.6,4,5,14,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,3,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20306,2024,9,2,7,8,8187,3,2,No inventariada,13.6,4,5,14,7.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,0,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20307,2024,9,6,11,8,8260,3,2,No inventariada,13.6,4,5,14,2.0,0,1,1,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20308,2024,10,6,1,8,8056,2,2,C-246,20.0,4,5,14,6.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,4,1,0.0,998,4,Baja,0,Madrugada,Baja,Madrugada,Bajo Riesgo
20309,2024,10,3,9,8,8252,1,1,N-150,6.5,4,5,6,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20310,2024,10,3,9,8,8238,1,1,C-1413a,18.5,4,5,6,1.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20311,2024,10,3,10,8,8279,1,1,N-150,15.3,4,5,6,1.0,0,0,8,8,0,0,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Baja,0,Mañana,Media,Mañana,Bajo Riesgo
20312,2024,10,5,19,8,8205,1,1,BP-1417,5.1,4,5,6,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,2,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20313,2024,10,7,6,8,8192,1,1,BV-4511,7.3,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Baja,0,Madrugada,Baja,Mañana,Bajo Riesgo
20314,2024,10,7,5,8,8124,1,1,C-33,87.8,4,5,2,20.0,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,5,1,0.0,998,4,Media,0,Madrugada,Baja,Madrugada,Bajo Riesgo
20315,2024,10,7,9,8,8169,1,1,B-204,4.3,4,5,6,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20316,2024,10,7,11,8,8106,1,1,B-510,8.0,4,5,6,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20317,2024,10,7,11,8,0,1,1,BP-2427,2.0,4,5,6,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20318,2024,10,7,14,8,8305,1,1,N-340,1213.0,4,1,6,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,,0,Tarde,Baja,Tarde,Bajo Riesgo
20319,2024,10,7,16,8,8307,1,1,BV-2115,2.7,4,5,6,3.0,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20320,2024,10,7,16,8,0,1,1,C-55,50.0,4,5,6,3.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20321,2024,10,7,18,8,0,1,1,A-2,570.4,4,1,3,4.0,0,0,1,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Muy Alta,0,Tarde,Baja,Noche,Bajo Riesgo
20322,2024,10,7,20,8,8180,1,1,C-58,7.2,1,2,2,4.0,0,1,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,4,1,0.0,998,1,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20323,2024,10,7,14,8,8305,1,1,AP-7,192.0,2,1,2,4.0,1,0,2,3,1,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,1,Alta,0,Tarde,Alta,Tarde,Bajo Riesgo
20324,2024,10,7,22,8,8126,1,1,N-2,631.9,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,4,1,0.0,998,4,Muy Alta,0,Noche,Baja,Noche,Bajo Riesgo
20325,2024,10,7,19,8,8231,1,1,C-15,3.8,4,5,3,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,6,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20326,2024,10,7,22,8,0,1,1,BP-1101,8.1,4,5,6,4.0,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,5,1,0.0,998,4,Baja,0,Noche,Media,Noche,Bajo Riesgo
20327,2024,10,5,10,8,8102,3,2,No inventariada,13.6,4,5,14,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20328,2024,10,6,12,8,8245,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,3,0.0,998,998,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
20329,2024,3,1,19,8,8305,3,2,No inventariada,13.6,4,5,14,7.0,0,0,3,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,4,3,0.0,0,998,Baja,0,Noche,Media,Noche,Bajo Riesgo
20330,2024,3,2,10,8,8305,3,2,No inventariada,13.6,4,5,14,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,0,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20331,2024,10,1,14,8,8121,3,2,No inventariada,13.6,4,5,14,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20332,2024,9,5,21,8,8307,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,4,1,0.0,998,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20333,2024,3,4,7,8,8305,3,2,No inventariada,13.6,4,5,14,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,0,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20334,2024,3,4,16,8,8305,3,2,No inventariada,13.6,4,5,14,4.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20335,2024,10,2,18,8,8121,3,2,No inventariada,13.6,4,5,14,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Noche,Bajo Riesgo
20336,2024,10,3,0,8,8285,3,2,No inventariada,13.6,4,5,14,2.0,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,,Media,Madrugada,Bajo Riesgo
20337,2024,4,2,7,8,8305,3,2,No inventariada,13.6,4,5,14,2.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20338,2024,10,4,12,8,8121,3,2,No inventariada,13.6,4,5,14,7.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,0,998,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
20339,2024,9,3,22,8,8096,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,4,1,0.0,998,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20340,2024,10,5,12,8,8121,3,2,No inventariada,13.6,4,5,14,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
20341,2024,4,1,17,8,8305,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20342,2024,4,3,9,8,8305,2,2,BV-2127,0.1,4,5,14,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20343,2024,10,5,14,8,8252,3,2,No inventariada,13.6,4,5,14,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20344,2024,10,3,15,8,8211,3,2,No inventariada,13.6,3,4,14,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20345,2024,10,1,19,8,8075,3,2,No inventariada,13.6,4,5,14,20.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20346,2024,10,2,15,8,8107,1,1,C-17,19.5,4,5,3,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20347,2024,10,1,23,8,0,1,1,C-15,42.5,4,5,6,6.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20348,2024,10,5,12,8,8009,1,1,C-60,4.5,4,5,2,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
20349,2024,10,7,22,8,8124,1,1,C-17,10.2,4,5,3,6.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,4,1,0.0,998,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20350,2024,10,1,8,8,0,3,2,No inventariada,13.6,4,5,14,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,2,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20351,2024,10,1,10,8,8194,1,1,B-10,4.5,4,5,3,3.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20352,2024,10,1,10,8,8019,1,1,C-58,0.5,4,5,2,4.0,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20353,2024,10,1,13,8,0,1,1,No inventariada,0.0,4,5,6,2.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,,0,Tarde,Baja,Tarde,Bajo Riesgo
20354,2024,10,1,16,8,0,1,1,C-62,12.3,4,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20355,2024,10,1,16,8,8073,1,1,A-2,609.5,4,1,3,3.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Muy Alta,0,Tarde,Baja,Tarde,Bajo Riesgo
20356,2024,10,1,21,8,8092,1,1,C-16,87.0,4,5,3,8.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Media,0,Noche,Baja,Noche,Bajo Riesgo
20357,2024,10,1,22,8,8187,1,1,N-150,14.3,4,5,6,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,6,1,0.0,0,4,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20358,2024,10,2,1,8,8181,1,1,C-60,9.4,4,5,2,19.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,1,0.0,998,4,Baja,0,Madrugada,Baja,Madrugada,Bajo Riesgo
20359,2024,10,2,4,8,8073,1,1,C-32,60.5,4,5,3,20.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,4,Media,0,Madrugada,Baja,Madrugada,Bajo Riesgo
20360,2024,10,1,7,8,8073,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20361,2024,10,5,11,8,8102,3,2,No inventariada,13.6,4,5,14,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20362,2024,4,3,14,8,8305,3,2,No inventariada,13.6,4,5,14,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,0,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20363,2024,10,5,20,8,8169,3,2,No inventariada,13.6,4,5,14,7.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,2,1,0.0,0,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20364,2024,4,5,14,8,8305,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20365,2024,4,5,6,8,8305,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,4,1,0.0,998,998,Baja,0,Madrugada,Baja,Mañana,Bajo Riesgo
20366,2024,4,7,23,8,8305,3,2,No inventariada,13.6,4,5,14,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,4,3,0.0,998,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20367,2024,9,6,22,8,8307,3,2,No inventariada,13.6,4,5,14,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,4,1,0.0,998,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20368,2024,9,4,14,8,8307,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,8,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20369,2024,10,1,8,8,8096,3,2,No inventariada,13.6,4,5,14,2.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20370,2024,7,1,19,8,8156,3,2,No inventariada,13.6,4,5,14,3.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20371,2024,10,7,6,8,8015,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,5,1,0.0,998,998,Baja,0,Madrugada,Baja,Mañana,Bajo Riesgo
20372,2024,10,2,6,8,8015,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Madrugada,Baja,Mañana,Bajo Riesgo
20373,2024,4,1,9,8,8305,3,2,No inventariada,13.6,4,3,14,2.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,3,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20374,2024,10,2,15,8,8121,3,2,No inventariada,13.6,4,5,14,3.0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20375,2024,7,1,9,8,8156,3,2,No inventariada,13.6,4,5,14,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,0,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20376,2024,9,2,20,8,8307,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,8,4,1,0.0,998,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20377,2024,10,3,14,8,8307,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20378,2024,5,7,12,8,8305,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
20379,2024,5,7,13,8,8305,3,2,No inventariada,13.6,4,5,14,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20380,2024,4,4,8,8,8046,3,2,No inventariada,13.6,4,5,14,7.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,0,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20381,2024,10,7,15,8,8073,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,0,998,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
20382,2024,10,1,19,8,8200,3,2,No inventariada,13.6,4,5,14,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Noche,Baja,Noche,Bajo Riesgo
20383,2024,10,1,12,8,8200,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
20384,2024,10,3,10,8,8200,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20385,2024,10,5,11,8,8200,3,2,No inventariada,13.6,4,5,14,9.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20386,2024,10,7,8,8,8200,3,2,No inventariada,13.6,4,5,14,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
20387,2024,10,7,16,8,8200,2,2,B-201,0.3,4,5,14,9.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,8,1,1,0.0,998,4,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
